University of California	Koji Nakano	Koji Nakano (b. August, 1974) is a Japanese composer. He was born in Japan and educated in Boston, The Hague, and San Diego. Mr. Nakano has been recognized as one of the major voices among Asian composers of his generation. His work strives to merge Western and Eastern musical traditions, and reflects the relationship between beauty, form and imperfection through the formality of music. Mr. Nakano received his Bachelor's Degree in composition with distinction, and Master's Degree in composition with academic honors and distinction, Pi Kappa Lambda, from the New England Conservatory of Music in Boston, where he studied with Lee Hyla and John Harbison. Later, he studied with Dutch composer Louis Andriessen in Amsterdam and at the Royal Conservatory of Hague as the Japanese Government Overseas Study Program Artist. Mr. Nakano received his Ph.D. in composition from the University of California at San Diego, where he studied with Chinary Ung. In addition to being the recipient of The American Artists and Museum Professionals in Asia Fellowship from the Asian Cultural Council, Mr. Nakano is also The first recipient of the Toru Takemitsu Award in Composition from the Japan Society of Boston awarded annually to the most talented young composer in the Boston area. In 2008, he became the first composer to receive the S&R Washington Award Grand Prize from the S&R Foundation, which is awarded annually to the most talented young artist (in the fields of fine arts, music, drama, dance, photography and film), for his/her contributions to U.S.- Japanese relations. The past distinguished grand prize awardees include soprano Maki Mori (2000), pianist Yu Kosuge (2002), violinists Yosuke Kawasaki (2004), Sayaka Shoji (2006), and Tamaki Kawakubo (2007).	 (b. August, 1974) is a Japanese composer. He was born in Japan and educated in Boston, The Hague, and San Diego. Mr. Nakano has been recognized as one of the major voices among Asian composers of his generation. His work strives to merge Western and Eastern musical traditions, and reflects the relationship between beauty, form and imperfection through the formality of music. Mr. Nakano received his Bachelor's Degree in composition with distinction, and Master's Degree in composition with academic honors and distinction, Pi Kappa Lambda, from the New England Conservatory of Music in Boston, where he studied with Lee Hyla and John Harbison. Later, he studied with Dutch composer Louis Andriessen in Amsterdam and at the Royal Conservatory of Hague as the Japanese Government Overseas Study Program Artist. Mr. Nakano received his Ph.D. in composition from the 	no
John Cabot Catholic Secondary School	Chris Campoli	Chris Campoli attended John Cabot Catholic Secondary School for two years before leaving to play for the Erie Otters.	 attended 	yes
Wolverhampton Grammar School	Keith Alldritt	Keith Alldritt is a British novelist, biographer and critic. He was educated at Wolverhampton Grammar School and St Catharine's College, Cambridge. He lives in the West Midlands which are the setting for his novels. For some years he was a Professor of English and American Studies at the University of Illinois and then at the University of British Columbia, Canada. He has contributed articles on modern and contemporary art to various magazines and newspapers in Britain, Canada and the United States.	 is a British novelist, biographer and critic. He was educated at 	yes
Jesus College, Oxford	James Vincent	Vincent was the son of Thomas Vincent, a priest who served as vicar of Bangor, Gwynedd and as rector of Llanfachraeth, Anglesey (both in north Wales). He matriculated at Jesus College, Oxford in 1735, obtaining a Bachelor of Arts degree in 1739 and a Master of Arts degree in 1742. He was ordained and became master of the Friars School, in Bangor, as well as serving as vicar of Bangor, rector of the Caernarfonshire parish of Llandwrog and (from 1763) the rector of Llanfachraeth. He died in 1783. One of his grandsons was the priest and academic James Vincent Vincent.	 in 1735, obtaining a Bachelor of Arts degree in 1739 and a Master of Arts degree in 1742. He was ordained and became master of the Friars School, in Bangor, as well as serving as vicar of Bangor, rector of the Caernarfonshire parish of Llandwrog and (from 1763) the rector of Llanfachraeth. He died in 1783. One of his grandsons was the priest and academic 	yes
Aarhus University	Jes Bertelsen	Jes Bertelsen studied History of Ideas (``Idehistorie'') at Aarhus University, Denmark with founder of this interdisciplinary study, Danish philosopher Professor Johannes Sløk. Jes Bertelsen was employed and lectured at Aarhus University from 1970 to 1982. Jes Bertelsen has written 20 books beginning with the 1972 gold medal award winning MA thesis ``Kategori og afgørelse, strukturer i Kirkegaards tænkning''. His most recent book is from 2008, ``Bevidsthedens flydende lys - Betragtninger over begrebet apperception hos Immanuel Kant og Longchenpa''. His doctoral dissertation was entitled: ''Ouroboros -- en undersøgelse af selvets strukturer'', 1974. In the later part of his authorship he more or less departs from the academic tradition and focuses on psychology, self-development and philosophy of consciousness seen in relationship to meditative instructions. From around 2006 he has also been involved in scientific inquiry into the neurological results of meditative practice. In 2009 he was co-author of an article published in the scientific journal Neuroreport: ``Long-term meditation is associated with increased gray matter density in the brain stem''.	 studied History of Ideas (``Idehistorie'') at 	no
Buckhurst Hill County High School	Jason Merrells	Jason Merrells (born 1968 in Wanstead, London) is an English actor, who received his big break when he starred in Casualty for three years (1994 to 1997) as receptionist Matt Hawley. He was educated at Buckhurst Hill County High School from 1980 to 1986, and later at Chichester University. Merrells has two daughters from his first marriage, Camille and Gina, who live in Oxfordshire with their mother, and one son, Jackson, with his present wife, Zerlina. Merrells is best known for his role as stylist Gavin Ferraday in Cutting It. Jealous of the affair Allie (Sarah Parish) was having with Finn (Ben Daniels), Gavin plotted with Finn's wife Mia (Amanda Holden), and slept with his ex-wife's daughter (who she had given up after a teenage pregnancy), and eventually rekindled his love with Allie before she was killed in a road accident.	 (born 1968 in Wanstead, London) is an English actor, who received his big break when he starred in Casualty for three years (1994 to 1997) as receptionist Matt Hawley. He was educated at 	yes
Echo Awards	Paul Potts	In July 2008, Deutsche Telekom began using a TV and cinema advertisement centred on his Britain's Got Talent performance. In August 2008, he did a now famous duet with Daniel Powter on the Wolfbaggin' Tour. In October 2008, Paul Potts sang in Japanese TV advertisements for Ryukakusan Direct throat medicine manufactured by Ryukakusan. Potts received two nominations at the Echo Awards 2009 in Germany: Best International Male Artist and Album of the Year. He won the 2009 Echo Award for Best International Male Artist on 21 February 2009. On 22 April 2009, Potts was the guest co-host on the Australian television programme The Morning Show with Kylie Gillies. Expanding his talent to the online world, Paul Potts recently performed an exclusive in studio performance for AOL Sessions. He collaborated with Swedish singer Carola Häggkvist on her Christmas album Christmas in Bethlehem, singing ``O Holy Night''. Potts has appeared twice on the popular Korean Talent TV show ``Star King'', first in 2008 and once again in 2010.	 sang in Japanese TV advertisements for Ryukakusan Direct throat medicine manufactured by Ryukakusan. Potts received two nominations at the 	no
Harvard University	Hamilton Fish V	Hamilton Fish (September 5, 1951) (also known as Hamilton Fish V, Hamilton Fish, Jr., or ``Ham'') is a publisher, social entrepreneur, environmental advocate, and film producer in New York City. He was born in Washington, D.C. to Hamilton and Julia MacKenzie Fish. He attended schools in New York City and Massachusetts, where he graduated from Harvard University in 1973. He is currently the President of the Public Concern Foundation and Publisher of the twice-monthly independent political periodical, The Washington Spectator, edited by Lou Dubose.	, Hamilton Fish, Jr., or ``Ham'') is a publisher, social entrepreneur, environmental advocate, and film producer in New York City. He was born in Washington, D.C. to Hamilton and Julia MacKenzie Fish. He attended schools in New York City and Massachusetts, where he graduated from 	yes
University of Vienna	Wilhelm Stekel	This discussion group was founded around Freud at the suggestion of the physician Wilhelm Stekel. Stekel had studied medicine at the University of Vienna under Richard von Krafft-Ebing. His conversion to psychoanalysis is variously attributed to his successful treatment by Freud for a sexual problem or as a result of his reading The Interpretation of Dreams, to which he subsequently gave a positive review in the Viennese daily newspaper Neues Wiener Tagblatt. The other three original members whom Freud invited to attend, Alfred Adler, Max Kahane, and Rudolf Reitler, were also physicians and all five were Jewish by birth. Both Kahane and Reitler were childhood friends of Freud. Kahane had attended the same secondary school and both he and Reitler went to university with Freud. They had kept abreast of Freud's developing ideas through their attendance at his Saturday evening lectures. In 1901, Kahane, who first introduced Stekel to Freud's work, had opened an out-patient psychotherapy institute of which he was the director in Bauernmarkt, in Vienna. In the same year, his medical textbook, Outline of Internal Medicine for Students and Practicing Physicians was published. In it, he provided an outline of Freud's psychoanalytic method. Kahane broke with Freud and left the Wednesday Psychological Society in 1907 for unknown reasons and in 1923 he committed suicide. Reitler was the director of an establishment providing thermal cures in Dorotheergasse which had been founded in 1901. He died prematurely in 1917. Adler, regarded as the most formidable intellect among the early Freud circle, was a socialist who in 1898 had written a health manual for the tailoring trade. He was particularly interested in the potential social impact of psychiatry. Max Graf, a Viennese musicologist and father of ``Little Hans'', who had first encountered Freud in 1900 and joined the Wednesday group soon after its initial inception, described the ritual and atmosphere of the early meetings of the society: The gatherings followed a definite ritual. First one of the members would present a paper. Then, black coffee and cakes were served; cigar and cigarettes were on the table and were consumed in great quantities. After a social quarter of an hour, the discussion would begin. The last and decisive word was always spoken by Freud himself. There was the atmosphere of the foundation of a religion in that room. Freud himself was its new prophet who made the heretofore prevailing methods of psychological investigation appear superficial. By 1906 the group had grown to sixteen members, including Otto Rank, who was employed as the group's paid secretary. Also in that year Freud began correspondence with Jung who was then an assistant to Eugen Bleuler at the Burghölzli Mental Hospital in Zurich. In March 1907 Jung and Ludwig Binswanger, also a Swiss psychiatrist, travelled to Vienna to visit Freud and attend the discussion group. Thereafter they established a small psychoanalytic group in Zurich. In 1908, reflecting its growing institutional status, the Wednesday group was renamed the Vienna Psychoanalytic Society.	. Stekel had studied medicine at the 	yes
University of Florence	Eugenio Garin	Eugenio Garin (May 9, 1909 -December 29, 2004) was an Italian philosopher and Renaissance historian. He was recognised as an authority on the cultural history of the Renaissance. Born at Rieti, Garin studied philosophy at the University of Florence, graduating in 1929, and after a period as professor of philosophy at the licei scientifici di Palermo and the University of Cagliari, Garin began teaching at his alma mater in 1949 until 1974, then moving to the Scuola Normale di Pisa until his retirement in 1984. He also was the editor of the journals Rinascimento and Il Giornale Critico della Filosofia Italiana.	 (May 9, 1909 -December 29, 2004) was an Italian philosopher and Renaissance historian. He was recognised as an authority on the cultural history of the Renaissance. Born at Rieti, Garin studied philosophy at the 	no
Magdalene College, Cambridge	Daniel Waterland	Daniel Waterland was born at Walesby Rectory, Lincolnshire, England, and educated in Lincoln and at Magdalene College, Cambridge, where he graduated BA in 1703 and MA in 1706. He took orders, and obtained various preferments, becoming Master of Magdalene College in 1714, Chancellor of York in 1722, and Archdeacon of Middlesex in 1730.	 was born at Walesby Rectory, Lincolnshire, England, and educated in Lincoln and at 	no
Northwestern University	Clark Graebner	Clark Graebner (born November 4, 1943 in Cleveland, Ohio), is a retired American professional tennis player, originally from Cleveland, Ohio, who won a number of championships. He graduated from Northwestern University, where he joined the Delta Upsilon fraternity. Graebner's deceased wife, Carole, was also a successful touring tennis professional. Graebner was considered to be one of the fastest servers in his time.	 (born November 4, 1943 in Cleveland, Ohio), is a retired American professional tennis player, originally from Cleveland, Ohio, who won a number of championships. He graduated from 	yes
Washington County High School	Shelby Lynne	Shelby Lynne was born in Virginia but grew up in the small town of Frankville, Alabama, near Chatom, Alabama, where she attended Washington County High School. Music was an important part of the Moorer family. Her father, who worked as an English teacher and a juvenile corrections officer, played the guitar, while her mother was a singer. Her father also drank a lot and eventually became abusive. In August 1986, when Lynne was 17, her father shot and killed her mother and then himself. She and her younger sister Allison Moorer subsequently moved in with relatives.	 was born in Virginia but grew up in the small town of Frankville, Alabama, near Chatom, Alabama, where she attended 	yes
New York University	David Browne	David Browne is an American journalist and author. He was the resident music critic at Entertainment Weekly between 1990 and 2006. He was an editor at Music & Sound Output magazine and a music critic at the New York Daily News before EW. He has written articles for a variety of publications including: the New York Times, Rolling Stone, Spin, New Republic and Time. He has written four books: (HarperCollins, 2001) a dual father/son biography of musicians Jeff Buckley and Tim Buckley; (Bloomsbury, 2004), a history of extreme sports; and (Da Capo, 2008). His latest book is ``,'' which was published by Da Capo in June 2011. The book tells the story of four iconic artists and their four landmark albums of that year (Let It Be, Bridge Over Troubled Water, Sweet Baby James, and Deja vu) and how their lives and music reflected and shaped the transition from one era to another. Browne was born and raised in New Jersey and attended New York University, where he received a bachelor's degree in journalism, with a minor in music. He lives in Manhattan.	 is an American journalist and author. He was the resident music critic at Entertainment Weekly between 1990 and 2006. He was an editor at Music & Sound Output magazine and a music critic at the New York Daily News before EW. He has written articles for a variety of publications including: the New York Times, Rolling Stone, Spin, New Republic and Time. He has written four books: (HarperCollins, 2001) a dual father/son biography of musicians Jeff Buckley and Tim Buckley; (Bloomsbury, 2004), a history of extreme sports; and (Da Capo, 2008). His latest book is ``,'' which was published by Da Capo in June 2011. The book tells the story of four iconic artists and their four landmark albums of that year (Let It Be, Bridge Over Troubled Water, Sweet Baby James, and Deja vu) and how their lives and music reflected and shaped the transition from one era to another. Browne was born and raised in New Jersey and attended 	yes
Wofford College	John Carlisle Kilgo	John Carlisle Kilgo was born to James Tillman Kilgo and Catherine Mason Kilgo on July 22, 1861 in Laurens, South Carolina. His father was a circuit preacher in the Methodist Episcopal Church, South. Kilgo attended Wofford College but dropped out after his sophomore year. Soon thereafter, the MECS ordained Kilgo as a circuit preacher in which capacity he served for six years. On December 20, 1882, Kilgo married Fannie Nott Turner. In 1888, Wofford College appointed Kilgo as a financial agent of the college where Kilgo became known in the region for his preaching and leadership potential. During his time at Wofford, Kilgo studied with Henry N. Snyder for three years and was awarded an honorary MA.	 was born to James Tillman Kilgo and Catherine Mason Kilgo on July 22, 1861 in Laurens, South Carolina. His father was a circuit preacher in the Methodist Episcopal Church, South. Kilgo attended 	yes
Radio Pakistan	Sajjad Kishwar	In 2006, Sajjad Kishwar received ``Lifetime Achievement Award'' from Radio Pakistan.	 received ``Lifetime Achievement Award'' from 	no
Mills College	William Colby	William Colby was born in Benicia, California and was brought up by his aunt after being orphaned at the age of six. He received his law degree from Hastings College of the Law in San Francisco, and his legal practice specialized in forestry and mining issues. In 1937, he received an Honorary Degree from Mills College, then a women's college, in Oakland, California.	 was born in Benicia, California and was brought up by his aunt after being orphaned at the age of six. He received his law degree from Hastings College of the Law in San Francisco, and his legal practice specialized in forestry and mining issues. In 1937, he received an Honorary Degree from 	no
St. Fintan's High School	Leo J. Enright	Leo J. Enright (born March 18, 1955) is an Irish radio broadcaster and news reporter. He is currently Chairman of the Irish Government's science awareness programme, Discover Science & Engineering. He is a member of the Board of Governors of the School of Cosmic Physicsat the Dublin Institute for Advanced Studies. Leo Enright was born in London, but considers Dublin his home town. He was educated at St. Fintan's High School, Sutton and University College Dublin. As a Fellow of the World Press Institute, he studied American history, economics and culture at Macalester College, in St. Paul, Minnesota.	 (born March 18, 1955) is an Irish radio broadcaster and news reporter. He is currently Chairman of the Irish Government's science awareness programme, Discover Science & Engineering. He is a member of the Board of Governors of the School of Cosmic Physicsat the Dublin Institute for Advanced Studies. Leo Enright was born in London, but considers Dublin his home town. He was educated at 	yes
2011 IIHF World Championship	Michael Eskesen	Michael Eskesen (born June 5, 1986) is an ice hockey defenceman who played for Denmark at the 2011 IIHF World Championship.	 (born June 5, 1986) is an ice hockey defenceman who played for Denmark at the 	no
Knox College	Ethyl Eichelberger	Ethyl Eichelberger was born James Roy Eichelberger on July 17, 1945 in Pekin, Illinois. He attended Knox College in Galesburg, Illinois and graduated from the American Academy of Dramatic Arts in New York City in 1967. For seven years he was the lead character actor at the Trinity Repertory Company in Providence, Rhode Island. He then returned to New York, changed his name to Ethyl, and became a member of Charles Ludlam's Ridiculous Theatrical Company, acting and designing wigs.	 was born James Roy Eichelberger on July 17, 1945 in Pekin, Illinois. He attended 	yes
University of California	Massoud Azarnoush	Massoud Azarnoush (25 March 1945 -- 27 November 2008) was an Iranian archaeologist. He was born in Kermanshah. He received his MA from the department of archaeology at University of Tehran in 1972 and his PhD from the University of California, Los Angeles in 1985. After returning to Iran, he taught at the University of Tehran before taking up the direction of the Iranian Center for Archaeological Research. He had a fundamental role in reorganizing the ICAR in its new building in the Mas'udieh Palace. Azarnoush helped young archaeologists and students to join to the ICAR and participate in various archaeological research and activities. Although his career was historical archaeology, but he had a keen interest in developing research on the pre- and proto-history of Iran, especially Paleolithic studies. He emphasized the importance of interdisciplinary studies such as archaeobotany and zooarchaeology. Azarnoush welcomed international cooperation, and the series of rescue excavations in the Bulaghi gorge near Pasargadae in cooperation with teams from Germany, France, Poland has been one of the rare successes of archaeological fieldwork in Iran during the past 20 years. He excavated at important sites such as Kangavar, Hamadan, Susa, and Hajiabad where he found a Sassanian manor house at with stucco decorations, which served the basis for his doctoral dissertation and book. He was preparing a field project at the Parthian remains at Qaleh Yazdgird near Kermanshah. He re-investigated Tepe Hegmataneh in Hamadan. His excavations demonstrated that the actual remains date to the Parthian period at the earliest. Median Ecbatana should be sought elsewhere. He prematurely died of a heart attack on his return from the excavations at Hamadan at the age of 63.	 (25 March 1945 -- 27 November 2008) was an Iranian archaeologist. He was born in Kermanshah. He received his MA from the department of archaeology at University of Tehran in 1972 and his PhD from the 	no
University of California	Pam Chun	Pam Chun graduated with honors from Punahou School in Honolulu. She was awarded full scholarships to the University of Hawaii as a Board of Regents Scholar and to the University of California at Berkeley where she graduated with Honors in English.	 graduated with honors from Punahou School in Honolulu. She was awarded full scholarships to the University of Hawaii as a Board of Regents Scholar and to the 	no
University of Southern California	Lisa Rose Apramian	Lisa Rose Apramian (also known as Dr. Lisa) is an American author and director. She is most known for the documentary she directed, Not Bad for a Girl, which was co-produced by Kyle C. Kyle, former drummer for Venus and the Razorblades and the Motels, and Courtney Love. The film focused on the grunge and riot grrrl scene and musicians involved in it including artists such as L7, Babes in Toyland, Hole and the Lunachicks. Joan Jett is also interviewed. Apramian studied at the University of Southern California where she received a B.S. in business and Critical Gender Studies and a M.S. and Ph.D in Counseling Psychology and phenomenology. She currently practices psychology and theatrical coaching. Two of her clients), Renee Humphrey and Alicia Witt, were awarded Jury Awards for best acting Sundance Film Festival, in Rafael Zelinsky's movie, Fun.	 (also known as Dr. Lisa) is an American author and director. She is most known for the documentary she directed, Not Bad for a Girl, which was co-produced by Kyle C. Kyle, former drummer for Venus and the Razorblades and the Motels, and Courtney Love. The film focused on the grunge and riot grrrl scene and musicians involved in it including artists such as L7, Babes in Toyland, Hole and the Lunachicks. Joan Jett is also interviewed. Apramian studied at the 	yes
Atkinson Graduate School of Management	Jason Atkinson	Jason Atkinson was born on November 6, 1970, in Sacramento, California. He grew up in the Medford, Oregon area, where, as an adolescent, he worked at his father's radio station, KDOV. His father, Perry Atkinson, ran for Congress three times and once served as chairman of the Oregon Republican Party. Growing up, Jason competed in skiing and in mountain bike racing. In 1992, he earned a Bachelor's degree in political science and history from Southern Oregon State College. Atkinson then attended Willamette University where he earned a MBA from the school's Atkinson Graduate School of Management in 1997. Atkinson is the founder of several entrepreneurial ventures, including Allmand Tree Creative. He also hosts a local radio talk show in Medford.	 was born on November 6, 1970, in Sacramento, California. He grew up in the Medford, Oregon area, where, as an adolescent, he worked at his father's radio station, KDOV. His father, Perry Atkinson, ran for Congress three times and once served as chairman of the Oregon Republican Party. Growing up, Jason competed in skiing and in mountain bike racing. In 1992, he earned a Bachelor's degree in political science and history from Southern Oregon State College. Atkinson then attended Willamette University where he earned a MBA from the school's 	yes
Massachusetts Homeopathic Hospital	Harriet Merrill Johnson	Harriet Merrill Johnson was born in Bangor, Maine in 1986. She graduated from the Massachusetts Homeopathic Hospital and began working as a district nurse at the Henry Street Settlement. While working as a district nurse, Johnson became interested in the needs of children. Along the side of Lucy Mitchell and Caroline Pratt, they formed the Bureau of Education Experiments in 1916. Their aim was to bring various specialists and researchers together in an experimental educational environment. Johnson was the founder and first director of the bureau's Nursery school, which was later named in her honor. Harriet Johnson wrote many books: - In 1916 -> The Visiting Teacher - In 1924 -> A Nursery School Experiment: Descriptive Report - In 1928 -> Children in Nursery School - In 1933 -> The Art of block building - In 1936 -> School Begins at two: A book for Teachers and Parents	 was born in Bangor, Maine in 1986. She graduated from the 	yes
University of California	Cynthia Breazeal	Cynthia Breazeal received her B.S. in Electrical and Computer Engineering from the University of California, Santa Barbara in 1989, her S.M. in 1993 and her Sc.D. in 2000 in Electrical Engineering and Computer Science, both from MIT.	 received her B.S. in Electrical and Computer Engineering from the 	no
Stabat mater	John Browne	The works of John Browne are given pride of place in the Eton manuscript. It seems that in the examples given above that Cornysh may have been emulating Browne (his own Stabat mater features a celebrated madrigalian setting of ``crucifige'', and his O Maria salvatoris Mater features the exclamation ``En'' (=``Oh'') in a similar way to Cornysh's interjection in his Stabat mater).	 are given pride of place in the Eton manuscript. It seems that in the examples given above that Cornysh may have been emulating Browne (his own 	no
Kamehameha Schools	Donovan Raiola	Donovan Raiola (; born December 13, 1982 in Honolulu, Hawaii) is an American football center for the Washington Redskins of the National Football League. He was signed by the St. Louis Rams as an undrafted free agent in 2006. He played college football at Wisconsin. He played high school football at Kamehameha Schools in Honolulu, Hawaii	 (; born December 13, 1982 in Honolulu, Hawaii) is an American football center for the Washington Redskins of the National Football League. He was signed by the St. Louis Rams as an undrafted free agent in 2006. He played college football at Wisconsin. He played high school football at 	no
New York University	Diana Snyder	Diana Snyder is currently a student at New York University's Kanbar Institute of Film and Television at the Tisch School of the Arts. After attending and eventually becoming president of Greenwich Academy, where she gained recognition for her hit weekly series ``Dateline with Diana'', she went on to become the Director of the Westport Youth Film Festival.	 is currently a student at 	no
Brisbane Grammar School	James Newman	Newman was born at Caboolture in Queensland to Irish-born labourer and farmer James Newman and Elizabeth, née Irwin. He attended Brisbane Grammar School and the University of Sydney, graduating with a Bachelor of Engineering specialising in mining and metallurgy in 1901. From 1902 he worked as a trucker, timberman, miner and assistant surveyor at Broken Hill; he moved to Western Australia in 1904 to work as a surveyor with Peak Hill Goldfield Ltd, of which he was general manager in 1907. He married Elizabeth Maud in Perth on 3 October 1908, although they were later divorced.	 and Elizabeth, née Irwin. He attended 	yes
University of Lethbridge	Myron Wolf Child	The Aboriginal Peoples Party of Canada (APP) is a Canadian political party that was founded in 2005. Originally conceived by University of Lethbridge student Myron Wolf Child, the party held its founding meeting on August 21, 2005, in St. Albert, Alberta. The APP was headed by interim leader Bill Montour, a former Chief of the Six Nations Reserve in Ontario. In October 2005, the party had 122 confirmed members, just less than half the number needed to register as an official party in Canada. In late October 2005, the APP sought to unite with the First Peoples National Party of Canada which also had fewer than the number of confirmed members needed to become a registered political party. The First Peoples National Party of Canada became an eligible political party on December 6, 2005. Whether or not this was accomplished through a merger with the APP is still unclear. If this is the case, the APP no longer exists, but, as one of the stipulations of a possible merger was that a name for the new party would be determined at the party's first convention, it is possible that the name Aboriginal Peoples Party of Canada will come into usage again.	 student 	no
Gadjah Mada University	Boediono	Boediono received his early education in primary school in Blitar, East Java. In the early 1960s he began university studies at Gadjah Mada University in Yogyakarta before winning a scholarship to study at the University of Western Australia in Perth. In 1967 he graduated from the University of Western Australia with an economics degree and continued his studies for a master's degree in economics at Monash University in Melbourne which he completed in 1972. Later, he undertook further studies towards his doctorate degree from the Wharton School of the University of Pennsylvania which he completed in 1979. He also worked in the Indonesia project at the Australian National University in the early 1970s as a research assistant in economics.	 received his early education in primary school in Blitar, East Java. In the early 1960s he began university studies at 	yes
Emerson College	Andy Wachowski	Lana Wachowski was born as Laurence (better known as ``Larry'') in Chicago in 1965. Andy Wachowski followed in 1967. Their mother, Lynne (née Luckinbill), was a nurse and painter whose brother is actor Laurence Luckinbill. Their father, Ron Wachowski, was a businessman of Polish descent. They went to Kellogg Elementary School, in Chicago's Beverly area, and graduated from Whitney Young High School, known for its performing arts and science curriculum, in 1983 and '86. Former students recall them playing Dungeons & Dragons and working in the school's theater and TV program. Andy then attended Emerson College in Boston, while Larry went to Bard College in New York. Both dropped out before graduating, and they ran a carpentry business in Chicago while creating comic books.	 followed in 1967. Their mother, Lynne (née Luckinbill), was a nurse and painter whose brother is actor Laurence Luckinbill. Their father, Ron Wachowski, was a businessman of Polish descent. They went to Kellogg Elementary School, in Chicago's Beverly area, and graduated from Whitney Young High School, known for its performing arts and science curriculum, in 1983 and '86. Former students recall them playing Dungeons & Dragons and working in the school's theater and TV program. Andy then attended 	yes
Magdalen College, Oxford	William Augustus Pitt	He born in Geneva, the eldest son of George Pitt of Stratfieldsaye, Hampshire and his wife Mary Louise Bernier from Strasbourg. General Sir William Augustus Pitt was his younger brother. He was educated at Winchester and Magdalen College, Oxford, from which he graduated with MA in 1739 and DCL in 1745. He then travelled on the continent from 1740 to 1742.	 was his younger brother. He was educated at Winchester and 	yes
Stanford University	Ambrose	Ambrose obtained a B.A. from Stanford University in 1932 and a Ph.D. form Yale University in 1935.	 obtained a B.A. from 	no
University of Puget Sound	Jose Calugas	Calugas eventually retired from the army with the rank of Captain and in 1957 he moved to in Tacoma, Washington with his family. After retiring from the army he earned a degree in Business Administration from the University of Puget Sound in 1961 and worked for the Boeing Corporation. In addition to furthering his education and starting a new career, he was involved in several veterans groups within the Seattle and Tacoma area. He died in Tacoma on January 18, 1998 at age 90 and is buried at Mountain View Memorial Park in Tacoma, Washington. He was survived by his three children, including retired Sergeant First Class Jose Calugas Jr., eleven grandchildren, and six great-grandchildren. His wife of 52 years died in 1991.	 in 1961 and worked for the Boeing Corporation. In addition to furthering his education and starting a new career, he was involved in several veterans groups within the Seattle and Tacoma area. He died in Tacoma on January 18, 1998 at age 90 and is buried at Mountain View Memorial Park in Tacoma, Washington. He was survived by his three children, including retired Sergeant First Class 	no
Oakland University	Jennifer Valoppi	In addition to an honorary Ph.D., Jennifer, a Detroit native, studied in a Doctoral Program for Media Ecology at New York University and was to attend Law School at Wayne State University when she got into television. Jennifer graduated with a B.A. in psychology from Oakland University in Michigan. Jennifer is a native of Allen Park, MI, a Downriver community in Metro Detroit. Radio interview with Jennifer Valoppi WSLR by Doug Miles	 in Michigan. Jennifer is a native of Allen Park, MI, a Downriver community in Metro Detroit. Radio interview with 	no
Hampton School	Frederick Power	Frederick Power, as he was then known, was educated at Hampton School then Dover College with his brother George, who would later accompany him on tour in America as Littledale Power. In 1883 at the age of 14 he was sent from England to Florida by his parents to learn citrus planting.	, as he was then known, was educated at 	yes
Simon Fraser University	Suzanne Yap	John Yap was born in Singapore to a homemaker mother and a medical doctor father. Yap is of Chinese descent and speaks Mandarin and Cantonese. The family immigrated to Canada, settling in Greater Vancouver by 1976. John moved to Richmond, British Columbia in 1986. He attended the University of British Columbia, where he completed a Bachelors of Science and graduated with a Masters of Business Administration. He went on to lead a twenty-years career in banking with Toronto-Dominion Bank and financial planning with the Investors Group. John is married with two grown children, a son and a daughter. His wife, Suzanne Yap, graduated with a Commerce degree from Simon Fraser University. His son, Michael Yap, is currently doing his Bachelor of Arts at the University of British Columbia. His daughter, Lisa Yap, is doing a Bachelor of Communications at Simon Fraser University. Both Lisa and Michael are open champion level Irish dancers. For the past two decades, John and his family have resided in Richmond.	, graduated with a Commerce degree from 	yes
Washington and Lee University	George Mathews	Mathews was born in Augusta County, Virginia on September 30, 1774, the son of a planter and Revolutionary War officer, George Mathews and his wife, Polly. The elder Mathews would later serve twice as Governor of Georgia. In 1785, the elder Mathews moved himself and his whole family to Wilkes County, Georgia in land that today is in Oglethorpe County. Mathews returned to Virginia for his education at Liberty Hall Academy (which later became Washington and Lee University. He originally set out to become a physician but was persuaded by his father to study law under his brother, John Mathews, in Augusta, Georgia.	 and his wife, Polly. The elder Mathews would later serve twice as Governor of Georgia. In 1785, the elder Mathews moved himself and his whole family to Wilkes County, Georgia in land that today is in Oglethorpe County. Mathews returned to Virginia for his education at Liberty Hall Academy (which later became 	no
Grinnell College	Kevin Cannon	In August 2004 Cannon co-founded Big Time Attic with former co-publisher Shad Petosky and fellow Grinnell College alumnus Kevin Cannon. With Big Time Attic, he has illustrated a book with Jim Ottaviani entitled Bone Sharps, Cowboys, and Thunder Lizards.	 alumnus 	no
San Francisco Art Institute	Clayton Lewis	Clayton Lewis was born in Snoqualmie, Washington and died at his home at Laird's Landing, Point Reyes National Seashore, California. He was raised in Snoqualmie before moving to Seattle in 1936 to study at the Cornish School for the Arts (later Cornish College of the Arts). Between 1937 and 1940 he lived in San Francisco, where he studied at the California School of Fine Arts (later the San Francisco Art Institute).	 was born in Snoqualmie, Washington and died at his home at Laird's Landing, Point Reyes National Seashore, California. He was raised in Snoqualmie before moving to Seattle in 1936 to study at the Cornish School for the Arts (later Cornish College of the Arts). Between 1937 and 1940 he lived in San Francisco, where he studied at the California School of Fine Arts (later the 	yes
